datetime,significant_wave_height,peak_wave_period
2022-01-18 01:00:00.000000000,3.43,14.2857
2022-01-18 01:09:59.999999744,2.48,14.2857
2022-01-18 01:20:00.000000000,2.55,14.2857
2022-01-18 01:30:00.000000000,2.68,12.5
2022-01-18 01:40:00.000000000,2.78,12.5
2022-01-18 01:50:00.000000256,2.93,12.5
2022-01-18 02:00:00.000000000,2.74,12.5
2022-01-18 02:10:00.000000000,2.65,12.5
2022-01-18 02:20:00.000000000,2.74,12.5
2022-01-18 02:30:00.000000000,2.82,14.2857
2022-01-18 02:39:59.999999744,2.99,14.2857
2022-01-18 02:50:00.000000000,2.92,12.5
2022-01-18 03:00:00.000000000,2.75,12.5
2022-01-18 03:10:00.000000000,2.87,12.5
2022-01-18 03:20:00.000000256,2.85,12.5
2022-01-18 03:30:00.000000000,2.69,14.2857
2022-01-18 03:40:00.000000000,2.85,14.2857
2022-01-18 03:50:00.000000000,2.82,14.2857
2022-01-18 04:00:00.000000000,2.69,14.2857
2022-01-18 04:09:59.999999744,2.71,14.2857
2022-01-18 04:20:00.000000000,2.5,14.2857
2022-01-18 04:30:00.000000000,2.4,14.2857
2022-01-18 04:40:00.000000000,2.36,12.5
2022-01-18 04:50:00.000000256,2.55,14.2857
2022-01-18 05:00:00.000000000,2.87,14.2857
2022-01-18 05:10:00.000000000,2.68,14.2857
2022-01-18 05:20:00.000000000,2.52,14.2857
2022-01-18 05:30:00.000000000,2.39,14.2857
2022-01-18 05:39:59.999999744,2.27,12.5
2022-01-18 05:50:00.000000000,2.35,14.2857
2022-01-18 06:00:00.000000000,2.14,14.2857
2022-01-18 06:10:00.000000000,1.88,12.5
2022-01-18 06:20:00.000000256,2.08,14.2857
2022-01-18 06:30:00.000000000,2.34,12.5
2022-01-18 06:40:00.000000000,2.37,12.5
2022-01-18 06:50:00.000000000,2.32,14.2857
2022-01-18 07:00:00.000000000,2.14,14.2857
2022-01-18 07:09:59.999999744,1.83,14.2857
2022-01-18 07:20:00.000000000,1.92,14.2857
2022-01-18 07:30:00.000000000,2.14,14.2857
2022-01-18 07:40:00.000000000,2.05,12.5
2022-01-18 07:50:00.000000256,2.22,14.2857
2022-01-18 08:00:00.000000000,2.35,14.2857
2022-01-18 08:10:00.000000000,2.0,14.2857
2022-01-18 08:20:00.000000000,1.92,14.2857
2022-01-18 08:30:00.000000000,2.1,14.2857
2022-01-18 08:39:59.999999744,2.01,14.2857
2022-01-18 08:50:00.000000000,2.0,14.2857
2022-01-18 09:00:00.000000000,2.0,14.2857
2022-01-18 09:10:00.000000000,1.96,12.5
2022-01-18 09:20:00.000000256,1.91,14.2857
2022-01-18 09:30:00.000000000,1.9,14.2857
2022-01-18 09:40:00.000000000,1.89,14.2857
2022-01-18 09:50:00.000000000,1.92,14.2857
2022-01-18 10:00:00.000000000,1.79,12.5
2022-01-18 10:09:59.999999744,1.85,14.2857
2022-01-18 10:20:00.000000000,2.02,14.2857
2022-01-18 10:30:00.000000000,1.95,14.2857
2022-01-18 10:40:00.000000000,1.78,12.5
2022-01-18 10:50:00.000000256,1.84,14.2857
2022-01-18 11:00:00.000000000,1.8,14.2857
2022-01-18 11:10:00.000000000,1.78,14.2857
2022-01-18 11:20:00.000000000,1.79,14.2857
2022-01-18 11:30:00.000000000,1.66,12.5
2022-01-18 11:39:59.999999744,1.78,12.5
2022-01-18 11:50:00.000000000,1.81,12.5
2022-01-18 12:00:00.000000000,1.68,12.5
2022-01-18 12:10:00.000000000,1.64,12.5
2022-01-18 12:20:00.000000256,1.74,12.5
2022-01-18 12:30:00.000000000,1.77,12.5
2022-01-18 12:40:00.000000000,1.73,12.5
2022-01-18 12:50:00.000000000,1.81,12.5
2022-01-18 13:00:00.000000000,1.91,12.5
2022-01-18 13:09:59.999999744,1.9,12.5
2022-01-18 13:20:00.000000000,1.85,12.5
2022-01-18 13:30:00.000000000,1.73,12.5
2022-01-18 13:40:00.000000000,1.67,12.5
2022-01-18 13:50:00.000000256,1.7,12.5
2022-01-18 14:00:00.000000000,1.69,12.5
2022-01-18 14:10:00.000000000,1.56,10.0
2022-01-18 14:20:00.000000000,1.56,12.5
2022-01-18 14:30:00.000000000,1.54,12.5
2022-01-18 14:39:59.999999744,1.58,12.5
2022-01-18 14:50:00.000000000,1.67,12.5
2022-01-18 15:00:00.000000000,1.73,12.5
2022-01-18 15:10:00.000000000,1.74,12.5
2022-01-18 15:20:00.000000256,1.69,12.5
2022-01-18 15:30:00.000000000,1.57,12.5
2022-01-18 15:40:00.000000000,1.46,12.5
2022-01-18 15:50:00.000000000,1.55,12.5
2022-01-18 16:00:00.000000000,1.63,12.5
2022-01-18 16:20:00.000000000,1.45,12.5
2022-01-18 16:30:00.000000000,1.55,12.5
2022-01-18 16:40:00.000000000,1.61,12.5
2022-01-18 16:50:00.000000256,1.53,12.5
2022-01-18 17:00:00.000000000,1.44,11.1111
2022-01-18 17:10:00.000000000,1.49,12.5
2022-01-18 17:20:00.000000000,1.47,11.1111
2022-01-18 17:30:00.000000000,1.53,12.5
2022-01-18 17:39:59.999999744,1.62,12.5
2022-01-18 18:00:00.000000000,1.46,12.5
2022-01-18 18:10:00.000000000,1.38,12.5
2022-01-18 18:20:00.000000256,1.49,12.5
2022-01-18 18:30:00.000000000,1.58,12.5
2022-01-18 18:40:00.000000000,1.46,12.5
2022-01-18 18:50:00.000000000,1.41,11.1111
2022-01-18 19:00:00.000000000,1.41,11.1111
2022-01-18 19:09:59.999999744,1.4,11.1111
2022-01-18 19:20:00.000000000,1.39,12.5
2022-01-18 19:30:00.000000000,1.4,12.5
2022-01-18 19:40:00.000000000,1.32,12.5
2022-01-18 19:50:00.000000256,1.34,11.1111
2022-01-18 20:00:00.000000000,1.24,11.1111
2022-01-18 20:10:00.000000000,1.3,5.2632
2022-01-18 20:20:00.000000000,1.31,5.2632
2022-01-18 20:30:00.000000000,1.34,12.5
2022-01-18 20:39:59.999999744,1.39,12.5
2022-01-18 20:50:00.000000000,1.36,11.1111
2022-01-18 21:00:00.000000000,1.38,12.5
2022-01-18 21:10:00.000000000,1.41,12.5
2022-01-18 21:20:00.000000256,1.35,11.1111
2022-01-18 21:30:00.000000000,1.3,12.5
2022-01-18 21:40:00.000000000,1.4,11.1111
2022-01-18 21:50:00.000000000,1.46,11.1111
2022-01-18 22:00:00.000000000,1.44,12.5
2022-01-18 22:09:59.999999744,1.41,12.5
2022-01-18 22:20:00.000000000,1.36,10.0
2022-01-18 22:30:00.000000000,1.37,10.0
2022-01-18 22:40:00.000000000,1.37,12.5
2022-01-18 22:50:00.000000256,1.43,11.1111
2022-01-18 23:00:00.000000000,1.51,11.1111
2022-01-18 23:10:00.000000000,1.53,11.1111
2022-01-18 23:20:00.000000000,1.54,4.7619
2022-01-18 23:30:00.000000000,1.48,4.7619
2022-01-18 23:39:59.999999744,1.52,4.7619
2022-01-18 23:50:00.000000000,1.6,5.2632
2022-01-19 00:00:00.000000000,1.61,5.2632
2022-01-19 00:10:00.000000000,1.67,5.2632
2022-01-19 00:20:00.000000256,1.71,5.2632
2022-01-19 00:30:00.000000000,1.76,5.0
2022-01-19 00:40:00.000000000,1.71,5.5556
2022-01-19 00:50:00.000000000,1.62,5.5556
2022-01-19 01:00:00.000000000,1.69,5.5556
2022-01-19 01:09:59.999999744,1.72,5.8824
2022-01-19 01:20:00.000000000,1.65,5.8824
2022-01-19 01:30:00.000000000,1.93,5.8824
2022-01-19 01:40:00.000000000,2.06,5.8824
2022-01-19 01:50:00.000000256,2.1,5.8824
2022-01-19 02:00:00.000000000,2.03,5.8824
2022-01-19 02:10:00.000000000,1.97,6.25
2022-01-19 02:20:00.000000000,1.95,5.8824
2022-01-19 02:30:00.000000000,1.86,5.8824
2022-01-19 02:39:59.999999744,1.91,6.6667
2022-01-19 02:50:00.000000000,2.03,6.6667
2022-01-19 03:00:00.000000000,2.01,5.8824
2022-01-19 03:10:00.000000000,1.87,5.8824
2022-01-19 03:20:00.000000256,1.74,5.8824
2022-01-19 03:30:00.000000000,2.73,6.25
2022-01-19 03:40:00.000000000,2.45,6.25
2022-01-19 03:50:00.000000000,2.1,5.8824
2022-01-19 04:00:00.000000000,2.13,6.6667
2022-01-19 04:09:59.999999744,2.22,6.6667
2022-01-19 04:20:00.000000000,2.18,6.6667
2022-01-19 04:30:00.000000000,2.33,6.6667
2022-01-19 04:40:00.000000000,2.31,6.6667
2022-01-19 04:50:00.000000256,2.06,6.25
2022-01-19 05:00:00.000000000,2.18,6.25
2022-01-19 05:10:00.000000000,2.24,6.6667
2022-01-19 05:20:00.000000000,2.14,6.6667
2022-01-19 05:30:00.000000000,2.26,6.6667
2022-01-19 05:39:59.999999744,2.34,6.6667
2022-01-19 05:50:00.000000000,2.32,7.1429
2022-01-19 06:00:00.000000000,2.31,6.6667
2022-01-19 06:10:00.000000000,2.3,6.6667
2022-01-19 06:20:00.000000256,2.41,6.6667
2022-01-19 06:30:00.000000000,2.38,6.6667
2022-01-19 06:40:00.000000000,2.23,6.6667
2022-01-19 06:50:00.000000000,2.31,6.6667
2022-01-19 07:00:00.000000000,2.3,6.6667
2022-01-19 08:30:00.000000000,2.34,7.1429
2022-01-19 08:39:59.999999744,2.3,6.6667
2022-01-19 08:50:00.000000000,2.42,6.6667
2022-01-19 09:00:00.000000000,2.29,6.6667
2022-01-19 09:10:00.000000000,2.46,7.1429
2022-01-19 09:20:00.000000256,2.61,7.1429
2022-01-19 09:30:00.000000000,2.28,7.1429
2022-01-19 09:40:00.000000000,2.44,6.6667
2022-01-19 09:50:00.000000000,2.39,6.6667
2022-01-19 10:00:00.000000000,2.42,7.1429
2022-01-19 10:09:59.999999744,2.67,7.1429
2022-01-19 10:20:00.000000000,2.6,7.1429
2022-01-19 10:30:00.000000000,2.66,7.1429
2022-01-19 10:40:00.000000000,2.89,7.1429
2022-01-19 10:50:00.000000256,2.78,7.1429
2022-01-19 11:00:00.000000000,2.77,7.1429
2022-01-19 11:10:00.000000000,2.81,7.1429
2022-01-19 11:20:00.000000000,2.81,7.1429
2022-01-19 11:30:00.000000000,2.76,7.1429
2022-01-19 11:39:59.999999744,2.61,7.1429
2022-01-19 11:50:00.000000000,2.53,7.1429
2022-01-19 12:00:00.000000000,2.58,7.1429
2022-01-19 12:10:00.000000000,2.56,7.1429
2022-01-19 12:20:00.000000256,2.53,7.1429
2022-01-19 12:30:00.000000000,2.5,7.6923
2022-01-19 12:40:00.000000000,2.29,7.6923
2022-01-19 12:50:00.000000000,2.28,7.1429
2022-01-19 13:00:00.000000000,2.62,7.1429
2022-01-19 13:09:59.999999744,2.66,6.6667
2022-01-19 13:20:00.000000000,2.64,7.1429
2022-01-19 13:30:00.000000000,2.67,7.1429
2022-01-19 13:40:00.000000000,2.4,7.1429
2022-01-19 13:50:00.000000256,2.36,7.1429
2022-01-19 14:00:00.000000000,2.52,7.1429
2022-01-19 14:10:00.000000000,2.78,7.6923
2022-01-19 14:20:00.000000000,2.99,7.6923
2022-01-19 14:30:00.000000000,3.16,7.1429
2022-01-19 14:39:59.999999744,2.97,7.6923
2022-01-19 14:50:00.000000000,2.92,7.6923
2022-01-19 15:00:00.000000000,2.74,7.1429
2022-01-19 15:10:00.000000000,2.79,7.6923
2022-01-19 15:20:00.000000256,2.9,7.1429
2022-01-19 15:30:00.000000000,2.9,7.6923
2022-01-19 15:40:00.000000000,2.99,7.6923
2022-01-19 15:50:00.000000000,2.9,7.6923
2022-01-19 16:00:00.000000000,2.93,8.3333
2022-01-19 16:09:59.999999744,3.31,7.1429
2022-01-19 16:20:00.000000000,3.27,7.1429
2022-01-19 16:30:00.000000000,3.4,7.1429
2022-01-19 16:40:00.000000000,3.35,7.1429
2022-01-19 16:50:00.000000256,3.24,7.6923
2022-01-19 17:00:00.000000000,3.17,7.6923
2022-01-19 17:10:00.000000000,3.21,7.1429
2022-01-19 17:20:00.000000000,3.41,7.6923
2022-01-19 17:30:00.000000000,3.47,7.1429
2022-01-19 17:39:59.999999744,3.29,7.1429
2022-01-19 17:50:00.000000000,2.96,7.6923
2022-01-19 18:00:00.000000000,3.19,8.3333
2022-01-19 18:10:00.000000000,3.35,8.3333
2022-01-19 18:20:00.000000256,3.23,7.6923
2022-01-19 18:30:00.000000000,3.29,8.3333
2022-01-19 18:40:00.000000000,3.19,8.3333
2022-01-19 18:50:00.000000000,3.22,8.3333
2022-01-19 19:00:00.000000000,3.24,9.0909
2022-01-19 19:09:59.999999744,3.18,8.3333
2022-01-19 19:20:00.000000000,3.31,8.3333
2022-01-19 19:30:00.000000000,3.64,9.0909
2022-01-19 19:40:00.000000000,3.77,9.0909
2022-01-19 19:50:00.000000256,3.75,9.0909
2022-01-19 20:00:00.000000000,3.52,8.3333
2022-01-19 20:10:00.000000000,3.12,9.0909
2022-01-19 20:20:00.000000000,3.41,9.0909
2022-01-19 20:30:00.000000000,3.48,9.0909
2022-01-19 20:39:59.999999744,3.29,9.0909
2022-01-19 20:50:00.000000000,3.62,9.0909
2022-01-19 21:00:00.000000000,3.71,9.0909
2022-01-19 21:10:00.000000000,3.69,9.0909
2022-01-19 21:20:00.000000256,3.82,10.0
2022-01-19 21:30:00.000000000,3.88,10.0
2022-01-19 21:40:00.000000000,3.83,9.0909
2022-01-19 21:50:00.000000000,3.68,9.0909
2022-01-19 22:00:00.000000000,3.48,10.0
2022-01-19 22:09:59.999999744,3.64,10.0
2022-01-19 22:20:00.000000000,3.9,10.0
2022-01-19 22:30:00.000000000,4.09,10.0
2022-01-19 22:40:00.000000000,3.87,10.0
2022-01-19 22:50:00.000000256,3.63,9.0909
2022-01-19 23:00:00.000000000,3.56,10.0
2022-01-19 23:10:00.000000000,3.61,10.0
2022-01-19 23:20:00.000000000,3.68,10.0
2022-01-19 23:30:00.000000000,4.07,10.0
2022-01-19 23:39:59.999999744,4.39,10.0
2022-01-19 23:50:00.000000000,4.77,10.0
2022-01-20 00:00:00.000000000,4.9,10.0
2022-01-20 00:10:00.000000000,4.23,10.0
2022-01-20 00:20:00.000000256,4.34,10.0
2022-01-20 00:30:00.000000000,4.45,10.0
2022-01-20 00:40:00.000000000,4.54,9.0909
2022-01-20 00:50:00.000000000,4.65,9.0909
2022-01-20 01:00:00.000000000,4.91,10.0
2022-01-20 01:09:59.999999744,4.64,10.0
2022-01-20 01:20:00.000000000,4.95,10.0
2022-01-20 01:30:00.000000000,5.51,10.0
2022-01-20 01:40:00.000000000,5.55,10.0
2022-01-20 01:50:00.000000256,5.7,11.1111
2022-01-20 02:00:00.000000000,5.03,11.1111
2022-01-20 02:10:00.000000000,4.63,11.1111
2022-01-20 02:20:00.000000000,4.9,10.0
2022-01-20 02:30:00.000000000,5.47,10.0
2022-01-20 02:39:59.999999744,5.57,11.1111
2022-01-20 02:50:00.000000000,5.15,11.1111
2022-01-20 03:00:00.000000000,5.04,11.1111
2022-01-20 03:10:00.000000000,5.22,11.1111
2022-01-20 03:20:00.000000256,5.82,11.1111
2022-01-20 03:30:00.000000000,6.02,11.1111
2022-01-20 03:40:00.000000000,5.43,11.1111
2022-01-20 03:50:00.000000000,5.67,11.1111
2022-01-20 04:00:00.000000000,5.86,11.1111
2022-01-20 04:09:59.999999744,5.64,11.1111
2022-01-20 04:20:00.000000000,5.37,10.0
2022-01-20 04:30:00.000000000,5.7,11.1111
2022-01-20 04:40:00.000000000,5.96,11.1111
2022-01-20 04:50:00.000000256,5.75,11.1111
2022-01-20 05:00:00.000000000,5.43,11.1111
2022-01-20 05:10:00.000000000,5.48,11.1111
2022-01-20 05:20:00.000000000,5.57,11.1111
2022-01-20 05:30:00.000000000,4.89,12.5
2022-01-20 05:39:59.999999744,4.95,12.5
2022-01-20 05:50:00.000000000,5.6,12.5
2022-01-20 06:00:00.000000000,5.71,12.5
2022-01-20 06:10:00.000000000,5.41,12.5
2022-01-20 06:20:00.000000256,5.75,12.5
2022-01-20 06:30:00.000000000,5.28,11.1111
2022-01-20 06:40:00.000000000,4.79,12.5
2022-01-20 06:50:00.000000000,5.51,12.5
2022-01-20 07:00:00.000000000,6.0,12.5
2022-01-20 07:09:59.999999744,6.14,12.5
2022-01-20 07:20:00.000000000,6.17,12.5
2022-01-20 07:30:00.000000000,5.67,12.5
2022-01-20 07:40:00.000000000,5.85,12.5
2022-01-20 07:50:00.000000256,5.86,12.5
2022-01-20 08:00:00.000000000,5.9,12.5
2022-01-20 08:10:00.000000000,5.79,12.5
2022-01-20 08:20:00.000000000,5.33,12.5
2022-01-20 08:30:00.000000000,5.56,12.5
2022-01-20 08:39:59.999999744,5.7,12.5
2022-01-20 08:50:00.000000000,5.49,12.5
2022-01-20 09:00:00.000000000,5.96,12.5
2022-01-20 09:10:00.000000000,5.71,12.5
2022-01-20 09:20:00.000000256,5.06,12.5
2022-01-20 09:30:00.000000000,5.25,14.2857
2022-01-20 09:40:00.000000000,5.64,14.2857
2022-01-20 09:50:00.000000000,5.55,12.5
2022-01-20 10:00:00.000000000,5.54,12.5
2022-01-20 10:09:59.999999744,5.62,12.5
2022-01-20 10:20:00.000000000,5.58,12.5
2022-01-20 10:30:00.000000000,5.66,12.5
2022-01-20 10:40:00.000000000,5.49,12.5
2022-01-20 10:50:00.000000256,5.08,10.0
2022-01-20 11:00:00.000000000,5.23,10.0
2022-01-20 11:10:00.000000000,5.11,12.5
2022-01-20 11:20:00.000000000,5.6,14.2857
2022-01-20 11:30:00.000000000,5.89,14.2857
2022-01-20 11:39:59.999999744,5.76,11.1111
2022-01-20 11:50:00.000000000,5.6,12.5
2022-01-20 12:00:00.000000000,5.84,12.5
2022-01-20 12:10:00.000000000,5.67,14.2857
2022-01-20 12:20:00.000000256,5.19,14.2857
2022-01-20 12:30:00.000000000,5.09,11.1111
2022-01-20 12:40:00.000000000,5.59,12.5
2022-01-20 12:50:00.000000000,6.3,14.2857
2022-01-20 13:00:00.000000000,6.33,14.2857
2022-01-20 13:09:59.999999744,5.74,14.2857
2022-01-20 13:20:00.000000000,6.26,14.2857
2022-01-20 13:30:00.000000000,6.4,14.2857
2022-01-20 13:40:00.000000000,5.65,14.2857
2022-01-20 13:50:00.000000256,5.25,12.5
2022-01-20 14:00:00.000000000,5.61,12.5
2022-01-20 14:10:00.000000000,5.63,14.2857
2022-01-20 14:20:00.000000000,5.64,14.2857
2022-01-20 14:30:00.000000000,6.2,14.2857
2022-01-20 14:39:59.999999744,6.5,14.2857
2022-01-20 14:50:00.000000000,6.39,12.5
2022-01-20 15:00:00.000000000,6.0,14.2857
2022-01-20 15:10:00.000000000,5.66,14.2857
2022-01-20 15:20:00.000000256,6.04,12.5
2022-01-20 15:30:00.000000000,6.18,14.2857
2022-01-20 15:40:00.000000000,5.82,14.2857
2022-01-20 15:50:00.000000000,5.66,14.2857
2022-01-20 16:00:00.000000000,5.5,14.2857
2022-01-20 16:09:59.999999744,5.61,14.2857
2022-01-20 16:20:00.000000000,5.66,14.2857
2022-01-20 16:30:00.000000000,5.79,14.2857
2022-01-20 16:40:00.000000000,5.96,14.2857
2022-01-20 16:50:00.000000256,5.17,14.2857
2022-01-20 17:00:00.000000000,4.99,14.2857
2022-01-20 17:10:00.000000000,5.3,14.2857
2022-01-20 17:20:00.000000000,5.25,14.2857
2022-01-20 17:30:00.000000000,5.06,14.2857
2022-01-20 17:39:59.999999744,5.2,14.2857
2022-01-20 17:50:00.000000000,5.16,14.2857
2022-01-20 18:00:00.000000000,4.92,14.2857
2022-01-20 18:10:00.000000000,5.11,14.2857
2022-01-20 18:20:00.000000256,5.11,14.2857
2022-01-20 18:30:00.000000000,4.97,16.6667
2022-01-20 18:40:00.000000000,4.61,14.2857
2022-01-20 18:50:00.000000000,4.64,12.5
2022-01-20 19:00:00.000000000,4.8,14.2857
2022-01-20 19:09:59.999999744,4.71,14.2857
2022-01-20 19:20:00.000000000,4.55,14.2857
2022-01-20 19:30:00.000000000,4.6,14.2857
2022-01-20 19:40:00.000000000,4.85,14.2857
2022-01-20 19:50:00.000000256,4.88,11.1111
2022-01-20 20:00:00.000000000,4.69,14.2857
2022-01-20 20:10:00.000000000,4.58,14.2857
2022-01-20 20:20:00.000000000,4.77,11.1111
2022-01-20 20:30:00.000000000,5.08,14.2857
2022-01-20 20:39:59.999999744,4.51,14.2857
2022-01-20 20:50:00.000000000,4.46,14.2857
2022-01-20 21:00:00.000000000,4.4,14.2857
2022-01-20 21:10:00.000000000,4.27,14.2857
2022-01-20 21:20:00.000000256,4.57,12.5
2022-01-20 21:30:00.000000000,4.6,14.2857
2022-01-20 21:40:00.000000000,4.25,14.2857
2022-01-20 21:50:00.000000000,3.98,14.2857
2022-01-20 22:00:00.000000000,3.93,14.2857
2022-01-20 22:09:59.999999744,4.41,11.1111
2022-01-20 22:20:00.000000000,4.74,14.2857
2022-01-20 22:30:00.000000000,4.17,14.2857
2022-01-20 22:40:00.000000000,3.87,14.2857
2022-01-20 22:50:00.000000256,4.05,14.2857
2022-01-20 23:00:00.000000000,3.96,14.2857
2022-01-20 23:10:00.000000000,4.2,14.2857
2022-01-20 23:20:00.000000000,4.47,14.2857
2022-01-20 23:30:00.000000000,4.23,11.1111
2022-01-20 23:39:59.999999744,4.16,14.2857
2022-01-20 23:50:00.000000000,3.99,14.2857
2022-01-21 00:00:00.000000000,4.16,14.2857
2022-01-21 00:10:00.000000000,4.31,14.2857
2022-01-21 00:20:00.000000256,4.07,14.2857
2022-01-21 00:30:00.000000000,4.15,14.2857
2022-01-21 00:40:00.000000000,3.88,14.2857
2022-01-21 00:50:00.000000000,3.76,12.5
2022-01-21 01:00:00.000000000,3.92,14.2857
2022-01-21 01:09:59.999999744,3.94,14.2857
2022-01-21 01:20:00.000000000,3.67,14.2857
2022-01-21 01:30:00.000000000,3.6,14.2857
2022-01-21 01:40:00.000000000,3.57,14.2857
2022-01-21 01:50:00.000000256,3.38,12.5
2022-01-21 02:00:00.000000000,3.94,14.2857
2022-01-21 02:10:00.000000000,4.14,14.2857
2022-01-21 02:20:00.000000000,3.53,14.2857
2022-01-21 02:30:00.000000000,3.51,14.2857
2022-01-21 02:39:59.999999744,3.71,14.2857
2022-01-21 02:50:00.000000000,3.56,14.2857
2022-01-21 03:00:00.000000000,3.4,12.5
2022-01-21 03:10:00.000000000,3.57,14.2857
2022-01-21 03:20:00.000000256,3.54,14.2857
2022-01-21 03:30:00.000000000,3.44,12.5
2022-01-21 03:40:00.000000000,3.61,14.2857
2022-01-21 03:50:00.000000000,3.35,14.2857
2022-01-21 04:00:00.000000000,3.23,14.2857
2022-01-21 04:09:59.999999744,3.44,14.2857
2022-01-21 04:20:00.000000000,3.37,12.5
2022-01-21 04:30:00.000000000,3.12,12.5
2022-01-21 04:40:00.000000000,3.17,14.2857
2022-01-21 04:50:00.000000256,3.45,14.2857
2022-01-21 05:00:00.000000000,3.65,14.2857
2022-01-21 05:10:00.000000000,3.52,12.5
2022-01-21 05:20:00.000000000,3.22,12.5
2022-01-21 05:30:00.000000000,3.01,9.0909
2022-01-21 05:39:59.999999744,3.18,11.1111
2022-01-21 05:50:00.000000000,3.4,11.1111
2022-01-21 06:00:00.000000000,3.32,11.1111
2022-01-21 06:10:00.000000000,3.18,8.3333
2022-01-21 06:20:00.000000256,3.09,10.0
2022-01-21 06:30:00.000000000,3.02,10.0
2022-01-21 06:40:00.000000000,2.94,12.5
2022-01-21 06:50:00.000000000,2.89,14.2857
2022-01-21 07:00:00.000000000,2.86,14.2857
2022-01-21 07:09:59.999999744,2.8,11.1111
2022-01-21 07:20:00.000000000,3.04,14.2857
2022-01-21 07:30:00.000000000,3.17,14.2857
2022-01-21 07:40:00.000000000,2.83,11.1111
2022-01-21 07:50:00.000000256,3.05,14.2857
2022-01-21 08:00:00.000000000,2.95,14.2857
2022-01-21 08:10:00.000000000,2.8,14.2857
2022-01-21 08:20:00.000000000,2.73,14.2857
2022-01-21 08:30:00.000000000,2.8,10.0
2022-01-21 08:39:59.999999744,3.03,12.5
2022-01-21 08:50:00.000000000,3.01,12.5
2022-01-21 09:00:00.000000000,2.81,14.2857
2022-01-21 09:10:00.000000000,2.92,14.2857
2022-01-21 09:20:00.000000256,3.11,14.2857
2022-01-21 09:30:00.000000000,3.1,10.0
2022-01-21 09:40:00.000000000,2.3,11.1111
2022-01-21 09:50:00.000000000,2.65,12.5
2022-01-21 10:00:00.000000000,2.81,12.5
2022-01-21 10:09:59.999999744,2.82,14.2857
2022-01-21 10:20:00.000000000,2.65,14.2857
2022-01-21 10:30:00.000000000,2.53,14.2857
2022-01-21 10:40:00.000000000,2.63,9.0909
2022-01-21 10:50:00.000000256,2.64,14.2857
2022-01-21 11:00:00.000000000,2.47,14.2857
2022-01-21 11:10:00.000000000,2.37,14.2857
2022-01-21 11:20:00.000000000,2.49,14.2857
2022-01-21 11:30:00.000000000,2.66,12.5
2022-01-21 11:39:59.999999744,2.65,12.5
2022-01-21 11:50:00.000000000,2.55,14.2857
2022-01-21 12:00:00.000000000,2.65,14.2857
2022-01-21 12:10:00.000000000,2.61,14.2857
2022-01-21 12:20:00.000000256,2.5,12.5
2022-01-21 12:30:00.000000000,2.65,7.1429
2022-01-21 12:40:00.000000000,2.63,7.1429
2022-01-21 12:50:00.000000000,2.55,9.0909
2022-01-21 13:00:00.000000000,2.56,14.2857
2022-01-21 13:09:59.999999744,2.75,12.5
2022-01-21 13:20:00.000000000,2.95,12.5
2022-01-21 13:30:00.000000000,2.73,7.1429
2022-01-21 13:40:00.000000000,2.67,7.6923
2022-01-21 13:50:00.000000256,2.69,12.5
2022-01-21 14:00:00.000000000,2.7,14.2857
2022-01-21 14:10:00.000000000,2.62,14.2857
2022-01-21 14:20:00.000000000,2.59,14.2857
2022-01-21 14:30:00.000000000,2.4,7.6923
2022-01-21 14:39:59.999999744,2.21,7.1429
2022-01-21 14:50:00.000000000,2.41,14.2857
2022-01-21 15:00:00.000000000,2.46,12.5
2022-01-21 15:10:00.000000000,2.31,12.5
2022-01-21 15:20:00.000000256,2.46,7.6923
2022-01-21 15:30:00.000000000,2.45,7.6923
2022-01-21 15:40:00.000000000,2.45,7.1429
2022-01-21 15:50:00.000000000,2.55,12.5
2022-01-21 16:00:00.000000000,2.49,7.1429
2022-01-21 16:09:59.999999744,2.36,7.6923
2022-01-21 16:20:00.000000000,2.39,12.5
2022-01-21 16:30:00.000000000,2.38,14.2857
2022-01-21 16:40:00.000000000,2.42,14.2857
2022-01-21 16:50:00.000000256,2.5,7.6923
2022-01-21 17:00:00.000000000,2.56,7.6923
2022-01-21 17:10:00.000000000,2.56,7.1429
2022-01-21 17:20:00.000000000,2.35,12.5
2022-01-21 17:30:00.000000000,2.48,14.2857
2022-01-21 17:39:59.999999744,2.36,14.2857
2022-01-21 17:50:00.000000000,2.26,7.6923
2022-01-21 18:00:00.000000000,2.31,7.6923
2022-01-21 18:10:00.000000000,2.34,7.6923
2022-01-21 18:20:00.000000256,2.23,12.5
2022-01-21 18:30:00.000000000,2.75,14.2857
2022-01-21 18:40:00.000000000,2.44,9.0909
2022-01-21 18:50:00.000000000,2.26,9.0909
2022-01-21 19:00:00.000000000,2.42,14.2857
2022-01-21 19:09:59.999999744,2.37,14.2857
2022-01-21 19:20:00.000000000,2.31,14.2857
2022-01-21 19:30:00.000000000,2.35,14.2857
2022-01-21 19:40:00.000000000,2.37,14.2857
2022-01-21 19:50:00.000000256,2.36,14.2857
2022-01-21 20:00:00.000000000,2.24,7.1429
2022-01-21 20:10:00.000000000,1.98,8.3333
2022-01-21 20:20:00.000000000,2.35,8.3333
2022-01-21 20:30:00.000000000,2.2,9.0909
2022-01-21 20:39:59.999999744,2.1,9.0909
2022-01-21 20:50:00.000000000,2.05,7.1429
2022-01-21 21:10:00.000000000,2.18,14.2857
2022-01-21 21:20:00.000000256,2.18,14.2857
