TIME,VHM0,VTZA,VMDR,VTPK
2022-05-18 01:00:00.000000000,0.46,4.3,9.0,9.0909
2022-05-18 01:09:59.999999744,0.45,4.6,9.0,8.3333
2022-05-18 01:20:00.000000000,0.43,4.6,5.0,8.3333
2022-05-18 01:30:00.000000000,0.42,4.8,3.0,9.0909
2022-05-18 01:40:00.000000000,0.42,4.8,2.0,5.8824
2022-05-18 01:50:00.000000256,0.42,4.9,360.0,9.0909
2022-05-18 02:00:00.000000000,0.42,4.9,358.0,9.0909
2022-05-18 02:10:00.000000000,0.42,4.8,359.0,9.0909
2022-05-18 02:20:00.000000000,0.42,5.0,359.0,5.5556
2022-05-18 02:30:00.000000000,0.4,5.1,353.0,9.0909
2022-05-18 02:39:59.999999744,0.39,5.0,347.0,9.0909
2022-05-18 02:50:00.000000000,0.4,4.9,346.0,9.0909
2022-05-18 03:00:00.000000000,0.39,5.1,346.0,9.0909
2022-05-18 03:10:00.000000000,0.41,5.0,348.0,8.3333
2022-05-18 03:20:00.000000256,0.44,5.0,343.0,9.0909
2022-05-18 03:30:00.000000000,0.44,5.4,342.0,9.0909
2022-05-18 03:40:00.000000000,0.43,5.6,347.0,9.0909
2022-05-18 03:50:00.000000000,0.4,5.3,346.0,9.0909
2022-05-18 04:00:00.000000000,0.4,5.2,347.0,9.0909
2022-05-18 04:09:59.999999744,0.4,5.5,350.0,9.0909
2022-05-18 04:20:00.000000000,0.36,5.4,351.0,9.0909
2022-05-18 04:30:00.000000000,0.33,5.3,351.0,10.0
2022-05-18 04:40:00.000000000,0.35,5.8,348.0,9.0909
2022-05-18 04:50:00.000000256,0.37,5.9,344.0,9.0909
2022-05-18 05:00:00.000000000,0.36,6.0,346.0,9.0909
2022-05-18 05:10:00.000000000,0.35,6.0,346.0,9.0909
2022-05-18 05:20:00.000000000,0.36,5.7,343.0,9.0909
2022-05-18 05:30:00.000000000,0.37,5.6,354.0,9.0909
2022-05-18 05:39:59.999999744,0.36,5.5,358.0,9.0909
2022-05-18 05:50:00.000000000,0.35,5.5,11.0,9.0909
2022-05-18 06:00:00.000000000,0.35,5.7,13.0,9.0909
2022-05-18 06:10:00.000000000,0.37,5.8,3.0,9.0909
2022-05-18 06:20:00.000000256,0.41,5.9,2.0,9.0909
2022-05-18 06:30:00.000000000,0.44,5.8,359.0,7.6923
2022-05-18 06:40:00.000000000,0.45,5.6,355.0,7.6923
2022-05-18 06:50:00.000000000,0.43,5.5,355.0,8.3333
2022-05-18 07:00:00.000000000,0.4,5.6,3.0,9.0909
2022-05-18 07:09:59.999999744,0.41,5.6,10.0,5.8824
2022-05-18 07:20:00.000000000,0.46,5.8,8.0,8.3333
2022-05-18 07:30:00.000000000,0.46,5.9,7.0,8.3333
2022-05-18 07:40:00.000000000,0.46,5.9,6.0,8.3333
2022-05-18 07:50:00.000000256,0.46,5.9,3.0,7.6923
2022-05-18 08:00:00.000000000,0.43,5.7,2.0,8.3333
2022-05-18 08:10:00.000000000,0.42,5.3,1.0,8.3333
2022-05-18 08:20:00.000000000,0.4,5.0,359.0,7.6923
2022-05-18 08:30:00.000000000,0.4,4.7,358.0,7.6923
2022-05-18 08:39:59.999999744,0.39,4.6,358.0,8.3333
2022-05-18 08:50:00.000000000,0.37,4.5,358.0,8.3333
2022-05-18 09:00:00.000000000,0.37,4.4,356.0,8.3333
2022-05-18 09:10:00.000000000,0.38,4.6,355.0,8.3333
2022-05-18 09:20:00.000000256,0.38,4.5,353.0,8.3333
2022-05-18 09:30:00.000000000,0.39,4.6,351.0,8.3333
2022-05-18 09:40:00.000000000,0.4,4.4,349.0,8.3333
2022-05-18 09:50:00.000000000,0.39,4.3,349.0,4.7619
2022-05-18 10:00:00.000000000,0.41,4.2,347.0,4.7619
2022-05-18 10:09:59.999999744,0.44,4.2,346.0,4.7619
2022-05-18 10:20:00.000000000,0.42,4.1,345.0,7.6923
2022-05-18 10:30:00.000000000,0.41,4.0,343.0,7.6923
2022-05-18 10:40:00.000000000,0.42,4.0,342.0,7.6923
2022-05-18 10:50:00.000000256,0.4,3.8,340.0,6.25
2022-05-18 11:00:00.000000000,0.4,3.7,340.0,8.3333
2022-05-18 11:10:00.000000000,0.4,3.8,337.0,8.3333
2022-05-18 11:20:00.000000000,0.39,3.8,338.0,8.3333
2022-05-18 11:30:00.000000000,0.39,3.9,329.0,4.5455
2022-05-18 11:39:59.999999744,0.41,4.1,323.0,8.3333
2022-05-18 11:50:00.000000000,0.4,4.0,327.0,8.3333
2022-05-18 12:00:00.000000000,0.37,3.8,331.0,7.6923
2022-05-18 12:10:00.000000000,0.35,3.9,333.0,8.3333
2022-05-18 12:20:00.000000256,0.35,4.0,335.0,8.3333
2022-05-18 12:30:00.000000000,0.34,3.9,330.0,8.3333
2022-05-18 12:40:00.000000000,0.34,4.0,330.0,8.3333
2022-05-18 12:50:00.000000000,0.34,4.1,336.0,8.3333
2022-05-18 13:00:00.000000000,0.33,4.1,336.0,7.6923
2022-05-18 13:09:59.999999744,0.33,4.2,324.0,7.6923
2022-05-18 13:20:00.000000000,0.35,4.4,315.0,8.3333
2022-05-18 13:30:00.000000000,0.35,4.2,309.0,8.3333
2022-05-18 13:40:00.000000000,0.35,4.2,314.0,8.3333
2022-05-18 13:50:00.000000256,0.34,4.3,319.0,7.6923
2022-05-18 14:00:00.000000000,0.36,4.3,316.0,8.3333
2022-05-18 14:10:00.000000000,0.38,4.4,319.0,8.3333
2022-05-18 14:20:00.000000000,0.34,4.4,326.0,8.3333
2022-05-18 14:30:00.000000000,0.32,4.5,329.0,7.6923
2022-05-18 14:39:59.999999744,0.33,4.5,328.0,7.6923
2022-05-18 14:50:00.000000000,0.33,4.2,323.0,7.6923
2022-05-18 15:00:00.000000000,0.33,4.2,321.0,8.3333
2022-05-18 15:10:00.000000000,0.33,4.3,324.0,8.3333
2022-05-18 15:20:00.000000256,0.33,4.4,332.0,8.3333
2022-05-18 15:30:00.000000000,0.34,4.2,326.0,7.6923
2022-05-18 15:40:00.000000000,0.37,4.1,312.0,6.6667
2022-05-18 15:50:00.000000000,0.37,4.2,317.0,6.6667
2022-05-18 16:00:00.000000000,0.36,4.1,324.0,6.25
2022-05-18 16:09:59.999999744,0.37,4.1,331.0,6.25
2022-05-18 16:20:00.000000000,0.37,4.1,335.0,6.6667
2022-05-18 16:30:00.000000000,0.36,4.2,331.0,6.6667
2022-05-18 16:40:00.000000000,0.36,4.2,329.0,8.3333
2022-05-18 16:50:00.000000256,0.35,4.3,327.0,6.6667
2022-05-18 17:00:00.000000000,0.35,4.2,330.0,6.6667
2022-05-18 17:10:00.000000000,0.34,4.2,333.0,6.6667
2022-05-18 17:20:00.000000000,0.34,4.2,328.0,6.6667
2022-05-18 17:30:00.000000000,0.33,4.2,321.0,6.6667
2022-05-18 17:39:59.999999744,0.33,4.3,323.0,6.6667
2022-05-18 17:50:00.000000000,0.33,4.3,329.0,6.6667
2022-05-18 18:00:00.000000000,0.32,4.4,329.0,6.6667
2022-05-18 18:10:00.000000000,0.35,4.6,337.0,6.6667
2022-05-18 18:20:00.000000256,0.37,4.7,347.0,6.6667
2022-05-18 18:30:00.000000000,0.35,4.5,346.0,6.25
2022-05-18 18:40:00.000000000,0.35,4.3,346.0,6.25
2022-05-18 18:50:00.000000000,0.36,4.4,353.0,6.25
2022-05-18 19:00:00.000000000,0.38,4.3,349.0,6.25
2022-05-18 19:09:59.999999744,0.37,4.4,345.0,6.25
2022-05-18 19:20:00.000000000,0.35,4.5,350.0,6.25
2022-05-18 19:30:00.000000000,0.35,4.4,350.0,6.25
2022-05-18 19:40:00.000000000,0.36,4.5,353.0,6.25
2022-05-18 19:50:00.000000256,0.37,4.7,359.0,6.25
2022-05-18 20:00:00.000000000,0.37,4.6,0.0,5.8824
2022-05-18 20:10:00.000000000,0.37,4.7,357.0,8.3333
2022-05-18 20:20:00.000000000,0.36,4.4,354.0,8.3333
2022-05-18 20:30:00.000000000,0.37,4.4,357.0,5.8824
2022-05-18 20:39:59.999999744,0.38,4.4,354.0,5.8824
2022-05-18 20:50:00.000000000,0.38,4.1,348.0,6.25
2022-05-18 21:00:00.000000000,0.4,4.1,349.0,5.8824
2022-05-18 21:10:00.000000000,0.41,4.1,348.0,5.5556
2022-05-18 21:20:00.000000256,0.42,4.2,345.0,5.5556
2022-05-18 21:30:00.000000000,0.43,4.1,344.0,5.8824
2022-05-18 21:40:00.000000000,0.41,4.1,345.0,5.5556
2022-05-18 21:50:00.000000000,0.41,4.1,350.0,5.5556
2022-05-18 22:00:00.000000000,0.39,4.2,352.0,5.2632
2022-05-18 22:09:59.999999744,0.36,4.2,353.0,5.5556
2022-05-18 22:20:00.000000000,0.36,4.3,355.0,5.5556
2022-05-18 22:30:00.000000000,0.37,4.3,354.0,5.5556
2022-05-18 22:40:00.000000000,0.38,4.2,349.0,5.5556
2022-05-18 22:50:00.000000256,0.38,4.1,347.0,5.5556
2022-05-18 23:00:00.000000000,0.38,4.3,341.0,5.8824
2022-05-18 23:10:00.000000000,0.39,4.4,319.0,5.2632
2022-05-18 23:20:00.000000000,0.35,4.4,323.0,5.2632
2022-05-18 23:30:00.000000000,0.32,4.3,347.0,5.2632
2022-05-18 23:39:59.999999744,0.32,4.2,350.0,5.2632
2022-05-18 23:50:00.000000000,0.3,4.0,353.0,5.2632
2022-05-19 00:00:00.000000000,0.28,4.0,356.0,5.2632
2022-05-19 00:10:00.000000000,0.29,3.9,1.0,5.2632
2022-05-19 00:20:00.000000256,0.3,3.8,11.0,5.2632
2022-05-19 00:30:00.000000000,0.32,3.9,14.0,5.2632
2022-05-19 00:40:00.000000000,0.31,3.8,16.0,5.0
2022-05-19 00:50:00.000000000,0.31,3.7,23.0,5.2632
2022-05-19 01:00:00.000000000,0.3,3.5,31.0,5.2632
2022-05-19 01:09:59.999999744,0.29,3.5,44.0,5.2632
2022-05-19 01:20:00.000000000,0.29,3.5,70.0,2.0
2022-05-19 01:30:00.000000000,0.32,3.5,91.0,2.0
2022-05-19 01:40:00.000000000,0.36,3.3,99.0,2.1277
2022-05-19 01:50:00.000000256,0.36,3.3,101.0,2.1277
2022-05-19 02:00:00.000000000,0.35,3.3,102.0,2.1277
2022-05-19 02:10:00.000000000,0.33,3.3,105.0,2.2727
2022-05-19 02:20:00.000000000,0.33,3.3,105.0,2.381
2022-05-19 02:30:00.000000000,0.34,3.2,103.0,2.1739
2022-05-19 02:39:59.999999744,0.34,3.2,105.0,2.1739
2022-05-19 02:50:00.000000000,0.36,3.4,133.0,5.5556
2022-05-19 03:00:00.000000000,0.37,3.3,123.0,5.8824
2022-05-19 03:10:00.000000000,0.36,3.3,106.0,2.2727
2022-05-19 03:20:00.000000256,0.33,3.3,98.0,2.2727
2022-05-19 03:30:00.000000000,0.31,3.3,84.0,2.439
2022-05-19 03:40:00.000000000,0.3,3.3,76.0,2.2222
2022-05-19 03:50:00.000000000,0.31,3.4,81.0,2.381
2022-05-19 04:00:00.000000000,0.31,3.3,82.0,2.381
2022-05-19 04:09:59.999999744,0.32,3.4,110.0,2.381
2022-05-19 04:20:00.000000000,0.34,3.2,232.0,2.381
2022-05-19 04:30:00.000000000,0.34,3.3,283.0,5.2632
2022-05-19 04:40:00.000000000,0.35,3.4,273.0,2.1277
2022-05-19 04:50:00.000000256,0.39,3.3,218.0,2.1277
2022-05-19 05:00:00.000000000,0.42,3.3,198.0,2.3256
2022-05-19 05:10:00.000000000,0.42,3.2,172.0,2.3256
2022-05-19 05:20:00.000000000,0.39,3.1,161.0,2.6316
2022-05-19 05:30:00.000000000,0.33,3.3,164.0,2.2222
2022-05-19 05:39:59.999999744,0.3,3.4,175.0,2.2222
2022-05-19 05:50:00.000000000,0.26,3.5,339.0,5.0
2022-05-19 06:00:00.000000000,0.25,3.6,347.0,5.8824
2022-05-19 06:10:00.000000000,0.23,3.8,351.0,5.8824
2022-05-19 06:20:00.000000256,0.22,3.8,342.0,5.8824
2022-05-19 06:30:00.000000000,0.22,3.8,345.0,5.5556
2022-05-19 06:40:00.000000000,0.23,3.8,349.0,5.5556
2022-05-19 06:50:00.000000000,0.24,3.9,347.0,5.8824
2022-05-19 07:00:00.000000000,0.23,4.0,347.0,4.7619
2022-05-19 07:09:59.999999744,0.22,4.0,349.0,5.8824
2022-05-19 07:20:00.000000000,0.24,4.0,336.0,5.5556
2022-05-19 07:30:00.000000000,0.28,3.9,309.0,5.5556
2022-05-19 07:40:00.000000000,0.3,4.0,322.0,5.2632
2022-05-19 07:50:00.000000256,0.28,4.1,4.0,5.5556
2022-05-19 08:00:00.000000000,0.28,3.8,358.0,5.5556
2022-05-19 08:10:00.000000000,0.26,4.0,351.0,5.5556
2022-05-19 08:20:00.000000000,0.27,4.2,5.0,5.2632
2022-05-19 08:30:00.000000000,0.26,4.1,6.0,5.0
2022-05-19 08:39:59.999999744,0.25,4.2,12.0,5.5556
2022-05-19 08:50:00.000000000,0.26,4.2,11.0,5.5556
2022-05-19 09:00:00.000000000,0.26,4.0,6.0,5.0
2022-05-19 09:10:00.000000000,0.26,4.0,5.0,5.0
2022-05-19 09:20:00.000000256,0.28,4.0,346.0,4.5455
2022-05-19 09:30:00.000000000,0.29,3.9,347.0,4.5455
2022-05-19 09:40:00.000000000,0.26,3.8,4.0,4.7619
2022-05-19 09:50:00.000000000,0.24,3.8,15.0,5.0
2022-05-19 10:00:00.000000000,0.24,3.6,15.0,5.2632
2022-05-19 10:09:59.999999744,0.25,3.7,4.0,5.2632
2022-05-19 10:20:00.000000000,0.26,3.7,8.0,4.5455
2022-05-19 10:30:00.000000000,0.25,3.6,11.0,4.5455
2022-05-19 10:40:00.000000000,0.25,3.7,4.0,4.5455
2022-05-19 10:50:00.000000256,0.24,3.7,1.0,4.7619
2022-05-19 11:00:00.000000000,0.25,3.8,2.0,4.5455
2022-05-19 11:10:00.000000000,0.27,3.9,345.0,4.5455
2022-05-19 11:20:00.000000000,0.29,3.7,315.0,4.5455
2022-05-19 11:30:00.000000000,0.26,3.5,347.0,3.8462
2022-05-19 11:39:59.999999744,0.26,3.4,30.0,2.5
2022-05-19 11:50:00.000000000,0.27,3.3,43.0,2.439
2022-05-19 12:00:00.000000000,0.27,3.3,38.0,2.439
2022-05-19 12:10:00.000000000,0.26,3.3,29.0,2.381
2022-05-19 12:20:00.000000256,0.26,3.2,28.0,2.381
2022-05-19 12:30:00.000000000,0.28,3.4,37.0,2.2727
2022-05-19 12:40:00.000000000,0.28,3.4,47.0,4.3478
2022-05-19 12:50:00.000000000,0.25,3.4,42.0,2.381
2022-05-19 13:00:00.000000000,0.24,3.4,24.0,2.3256
2022-05-19 13:09:59.999999744,0.24,3.5,10.0,4.5455
2022-05-19 13:20:00.000000000,0.24,3.7,15.0,6.6667
2022-05-19 13:30:00.000000000,0.25,3.6,8.0,6.6667
2022-05-19 13:40:00.000000000,0.24,3.5,351.0,4.5455
2022-05-19 13:50:00.000000256,0.22,3.5,351.0,4.5455
2022-05-19 14:00:00.000000000,0.22,3.6,341.0,3.8462
2022-05-19 14:10:00.000000000,0.23,3.7,340.0,3.8462
2022-05-19 14:20:00.000000000,0.23,3.7,340.0,3.7037
2022-05-19 14:30:00.000000000,0.23,3.6,324.0,2.9412
2022-05-19 14:39:59.999999744,0.23,3.5,311.0,6.25
2022-05-19 14:50:00.000000000,0.25,3.3,305.0,2.7778
2022-05-19 15:00:00.000000000,0.29,3.4,295.0,2.9412
2022-05-19 15:10:00.000000000,0.32,3.4,291.0,2.8571
2022-05-19 15:20:00.000000256,0.33,3.2,292.0,2.8571
2022-05-19 15:30:00.000000000,0.35,3.1,285.0,3.125
2022-05-19 15:40:00.000000000,0.36,3.1,279.0,2.9412
2022-05-19 15:50:00.000000000,0.38,3.0,280.0,2.8571
2022-05-19 16:00:00.000000000,0.43,3.0,280.0,2.8571
2022-05-19 16:09:59.999999744,0.49,3.1,274.0,2.8571
2022-05-19 16:20:00.000000000,0.5,3.1,273.0,2.8571
2022-05-19 16:30:00.000000000,0.49,3.3,278.0,3.125
2022-05-19 16:40:00.000000000,0.53,3.2,283.0,3.125
2022-05-19 16:50:00.000000256,0.55,3.2,282.0,3.4483
2022-05-19 17:00:00.000000000,0.56,3.2,280.0,3.3333
2022-05-19 17:10:00.000000000,0.55,3.2,284.0,3.3333
2022-05-19 17:20:00.000000000,0.54,3.2,286.0,3.4483
2022-05-19 17:30:00.000000000,0.55,3.2,287.0,3.5714
2022-05-19 17:39:59.999999744,0.57,3.3,288.0,3.5714
2022-05-19 17:50:00.000000000,0.56,3.3,288.0,3.7037
2022-05-19 18:00:00.000000000,0.55,3.3,289.0,3.7037
2022-05-19 18:10:00.000000000,0.55,3.2,291.0,3.7037
2022-05-19 18:20:00.000000256,0.54,3.2,293.0,3.7037
2022-05-19 18:30:00.000000000,0.53,3.3,291.0,3.7037
2022-05-19 18:40:00.000000000,0.52,3.2,288.0,3.2258
2022-05-19 18:50:00.000000000,0.49,3.2,287.0,3.2258
2022-05-19 19:00:00.000000000,0.47,3.3,289.0,3.4483
2022-05-19 19:09:59.999999744,0.47,3.3,290.0,3.3333
2022-05-19 19:20:00.000000000,0.45,3.2,287.0,3.125
2022-05-19 19:30:00.000000000,0.43,3.2,290.0,3.125
2022-05-19 19:40:00.000000000,0.44,3.2,292.0,3.125
2022-05-19 19:50:00.000000256,0.44,3.2,289.0,3.125
2022-05-19 20:00:00.000000000,0.44,3.2,285.0,3.0303
2022-05-19 20:10:00.000000000,0.44,3.2,286.0,3.0303
2022-05-19 20:20:00.000000000,0.44,3.2,290.0,3.2258
2022-05-19 20:30:00.000000000,0.45,3.3,294.0,3.125
2022-05-19 20:39:59.999999744,0.45,3.3,295.0,3.125
2022-05-19 20:50:00.000000000,0.47,3.2,293.0,3.125
2022-05-19 21:00:00.000000000,0.53,3.1,289.0,3.125
2022-05-19 21:10:00.000000000,0.57,3.1,285.0,3.2258
2022-05-19 21:20:00.000000256,0.53,3.2,286.0,3.2258
2022-05-19 21:30:00.000000000,0.48,3.3,291.0,3.2258
2022-05-19 21:40:00.000000000,0.46,3.3,294.0,3.5714
2022-05-19 21:50:00.000000000,0.45,3.3,295.0,3.5714
2022-05-19 22:00:00.000000000,0.44,3.3,294.0,3.4483
2022-05-19 22:09:59.999999744,0.45,3.4,297.0,3.4483
2022-05-19 22:20:00.000000000,0.45,3.4,296.0,3.4483
2022-05-19 22:30:00.000000000,0.45,3.3,294.0,3.4483
2022-05-19 22:40:00.000000000,0.46,3.3,297.0,3.3333
2022-05-19 22:50:00.000000256,0.44,3.4,298.0,3.3333
2022-05-19 23:00:00.000000000,0.42,3.4,298.0,3.3333
2022-05-19 23:10:00.000000000,0.44,3.4,294.0,3.3333
2022-05-19 23:20:00.000000000,0.44,3.3,291.0,3.4483
2022-05-19 23:30:00.000000000,0.44,3.3,288.0,3.4483
2022-05-19 23:39:59.999999744,0.46,3.3,282.0,3.3333
2022-05-19 23:50:00.000000000,0.47,3.3,278.0,3.3333
2022-05-20 00:00:00.000000000,0.49,3.2,274.0,3.4483
2022-05-20 00:10:00.000000000,0.47,3.2,278.0,3.4483
2022-05-20 00:20:00.000000256,0.47,3.2,283.0,3.4483
2022-05-20 00:30:00.000000000,0.48,3.3,281.0,3.4483
2022-05-20 00:40:00.000000000,0.47,3.3,280.0,3.4483
2022-05-20 00:50:00.000000000,0.46,3.3,279.0,3.3333
2022-05-20 01:00:00.000000000,0.46,3.4,278.0,3.3333
2022-05-20 01:09:59.999999744,0.46,3.5,283.0,3.5714
2022-05-20 01:20:00.000000000,0.46,3.5,284.0,3.5714
2022-05-20 01:30:00.000000000,0.44,3.5,279.0,4.0
2022-05-20 01:40:00.000000000,0.41,3.5,279.0,3.4483
2022-05-20 01:50:00.000000256,0.4,3.5,281.0,3.5714
2022-05-20 02:00:00.000000000,0.39,3.4,279.0,3.7037
2022-05-20 02:10:00.000000000,0.38,3.5,276.0,3.8462
2022-05-20 02:20:00.000000000,0.4,3.5,276.0,3.8462
2022-05-20 02:30:00.000000000,0.39,3.5,276.0,4.0
2022-05-20 02:39:59.999999744,0.36,3.6,274.0,3.4483
2022-05-20 02:50:00.000000000,0.38,3.5,271.0,3.4483
2022-05-20 03:00:00.000000000,0.37,3.5,271.0,3.5714
2022-05-20 03:10:00.000000000,0.36,3.6,270.0,3.7037
2022-05-20 03:20:00.000000256,0.38,3.5,275.0,3.3333
2022-05-20 03:30:00.000000000,0.39,3.4,275.0,3.3333
2022-05-20 03:40:00.000000000,0.4,3.4,277.0,3.8462
2022-05-20 03:50:00.000000000,0.39,3.4,284.0,3.7037
2022-05-20 04:00:00.000000000,0.39,3.5,289.0,3.4483
2022-05-20 04:09:59.999999744,0.4,3.6,287.0,3.8462
2022-05-20 04:20:00.000000000,0.39,3.5,281.0,3.8462
2022-05-20 04:30:00.000000000,0.4,3.4,284.0,3.8462
2022-05-20 04:40:00.000000000,0.42,3.5,285.0,3.8462
2022-05-20 04:50:00.000000256,0.42,3.5,286.0,3.8462
2022-05-20 05:00:00.000000000,0.4,3.5,291.0,3.8462
2022-05-20 05:10:00.000000000,0.41,3.5,289.0,3.8462
2022-05-20 05:20:00.000000000,0.41,3.4,286.0,3.7037
2022-05-20 05:30:00.000000000,0.4,3.3,285.0,3.8462
2022-05-20 05:39:59.999999744,0.38,3.4,288.0,3.8462
2022-05-20 05:50:00.000000000,0.35,3.4,289.0,3.8462
2022-05-20 06:00:00.000000000,0.34,3.4,290.0,3.8462
2022-05-20 06:10:00.000000000,0.34,3.3,289.0,3.8462
2022-05-20 06:20:00.000000256,0.36,3.4,281.0,4.0
2022-05-20 06:30:00.000000000,0.37,3.4,283.0,4.0
2022-05-20 06:40:00.000000000,0.34,3.4,288.0,3.5714
2022-05-20 06:50:00.000000000,0.3,3.4,286.0,4.0
2022-05-20 07:00:00.000000000,0.29,3.4,288.0,3.8462
2022-05-20 07:09:59.999999744,0.28,3.4,297.0,3.8462
2022-05-20 07:20:00.000000000,0.3,3.5,285.0,3.8462
2022-05-20 07:30:00.000000000,0.34,3.6,295.0,5.2632
2022-05-20 07:40:00.000000000,0.32,3.6,310.0,5.2632
2022-05-20 07:50:00.000000256,0.27,3.5,314.0,3.8462
2022-05-20 08:00:00.000000000,0.26,3.5,308.0,4.0
2022-05-20 08:10:00.000000000,0.25,3.6,311.0,3.2258
2022-05-20 08:20:00.000000000,0.27,3.7,319.0,3.5714
2022-05-20 08:30:00.000000000,0.28,3.6,332.0,3.5714
2022-05-20 08:39:59.999999744,0.26,3.6,338.0,3.4483
2022-05-20 08:50:00.000000000,0.27,3.7,345.0,4.3478
2022-05-20 09:00:00.000000000,0.28,3.7,0.0,4.3478
2022-05-20 09:10:00.000000000,0.28,3.8,14.0,4.3478
2022-05-20 09:20:00.000000256,0.26,3.7,21.0,4.3478
2022-05-20 09:30:00.000000000,0.24,3.6,18.0,4.1667
2022-05-20 09:40:00.000000000,0.25,3.7,22.0,3.7037
2022-05-20 09:50:00.000000000,0.26,3.5,33.0,3.7037
2022-05-20 10:00:00.000000000,0.28,3.5,59.0,4.1667
2022-05-20 10:09:59.999999744,0.29,3.5,80.0,4.1667
2022-05-20 10:20:00.000000000,0.3,3.3,88.0,2.1277
2022-05-20 10:30:00.000000000,0.31,3.4,88.0,2.0833
2022-05-20 10:40:00.000000000,0.33,3.4,79.0,2.0833
2022-05-20 10:50:00.000000256,0.35,3.3,83.0,3.5714
2022-05-20 11:00:00.000000000,0.36,3.3,92.0,2.3256
2022-05-20 11:10:00.000000000,0.37,3.2,95.0,2.439
2022-05-20 11:20:00.000000000,0.38,3.1,103.0,2.6316
2022-05-20 11:30:00.000000000,0.4,3.0,108.0,2.7027
2022-05-20 11:39:59.999999744,0.39,3.0,118.0,2.7027
2022-05-20 11:50:00.000000000,0.38,3.0,127.0,2.6316
2022-05-20 12:00:00.000000000,0.37,3.0,132.0,2.6316
2022-05-20 12:10:00.000000000,0.36,3.0,135.0,2.6316
2022-05-20 12:20:00.000000256,0.34,3.1,140.0,2.7778
2022-05-20 12:30:00.000000000,0.34,3.2,160.0,2.5641
2022-05-20 12:40:00.000000000,0.32,3.2,180.0,2.5641
2022-05-20 12:50:00.000000000,0.28,3.2,125.0,2.5641
2022-05-20 13:00:00.000000000,0.28,3.3,98.0,4.0
2022-05-20 13:09:59.999999744,0.28,3.3,40.0,6.25
2022-05-20 13:20:00.000000000,0.26,3.3,37.0,6.25
2022-05-20 13:30:00.000000000,0.26,3.2,6.0,2.5641
2022-05-20 13:40:00.000000000,0.25,3.3,353.0,3.0303
2022-05-20 13:50:00.000000256,0.25,3.3,357.0,2.6316
2022-05-20 14:00:00.000000000,0.23,3.2,13.0,2.6316
2022-05-20 14:10:00.000000000,0.22,3.3,3.0,3.0303
2022-05-20 14:20:00.000000000,0.21,3.4,356.0,3.0303
2022-05-20 14:30:00.000000000,0.21,3.2,343.0,2.9412
2022-05-20 14:39:59.999999744,0.2,3.2,314.0,2.7778
2022-05-20 14:50:00.000000000,0.21,3.5,266.0,5.5556
2022-05-20 15:00:00.000000000,0.24,3.9,243.0,5.8824
2022-05-20 15:10:00.000000000,0.24,4.1,245.0,6.25
2022-05-20 15:20:00.000000256,0.21,3.9,261.0,6.25
2022-05-20 15:30:00.000000000,0.2,3.8,269.0,6.25
2022-05-20 15:40:00.000000000,0.22,3.6,269.0,6.25
2022-05-20 15:50:00.000000000,0.25,3.5,259.0,6.25
2022-05-20 16:00:00.000000000,0.28,3.4,257.0,3.3333
2022-05-20 16:09:59.999999744,0.31,3.2,278.0,2.7027
2022-05-20 16:20:00.000000000,0.32,3.1,283.0,2.7027
2022-05-20 16:30:00.000000000,0.34,3.0,278.0,2.7778
2022-05-20 16:40:00.000000000,0.36,3.0,282.0,2.7027
2022-05-20 16:50:00.000000256,0.4,3.0,285.0,2.9412
2022-05-20 17:00:00.000000000,0.45,3.0,285.0,2.9412
2022-05-20 17:10:00.000000000,0.54,3.1,287.0,3.2258
2022-05-20 17:20:00.000000000,0.66,3.2,286.0,3.4483
2022-05-20 17:30:00.000000000,0.73,3.3,283.0,3.3333
2022-05-20 17:39:59.999999744,0.74,3.3,281.0,3.8462
2022-05-20 17:50:00.000000000,0.8,3.3,280.0,3.3333
2022-05-20 18:00:00.000000000,0.85,3.4,278.0,3.4483
2022-05-20 18:10:00.000000000,0.83,3.5,278.0,3.5714
2022-05-20 18:20:00.000000256,0.83,3.5,281.0,4.0
2022-05-20 18:30:00.000000000,0.8,3.4,281.0,4.0
2022-05-20 18:40:00.000000000,0.77,3.4,281.0,3.8462
2022-05-20 18:50:00.000000000,0.78,3.5,280.0,3.8462
2022-05-20 19:00:00.000000000,0.76,3.4,275.0,3.7037
2022-05-20 19:09:59.999999744,0.74,3.5,274.0,3.5714
2022-05-20 19:20:00.000000000,0.7,3.5,274.0,3.7037
2022-05-20 19:30:00.000000000,0.62,3.5,276.0,3.5714
2022-05-20 19:40:00.000000000,0.6,3.5,276.0,3.7037
2022-05-20 19:50:00.000000256,0.61,3.5,273.0,3.5714
2022-05-20 20:00:00.000000000,0.63,3.4,276.0,3.5714
2022-05-20 20:10:00.000000000,0.62,3.4,276.0,3.7037
2022-05-20 20:20:00.000000000,0.61,3.4,275.0,3.7037
2022-05-20 20:30:00.000000000,0.64,3.4,274.0,3.7037
2022-05-20 20:39:59.999999744,0.64,3.4,269.0,3.4483
2022-05-20 20:50:00.000000000,0.62,3.3,270.0,3.4483
2022-05-20 21:00:00.000000000,0.62,3.3,265.0,3.5714
2022-05-20 21:10:00.000000000,0.65,3.4,260.0,4.0
2022-05-20 21:20:00.000000256,0.72,3.3,258.0,3.5714
2022-05-20 21:30:00.000000000,0.74,3.3,254.0,3.5714
