TIME,VHM0,VTZA
2022-04-09 04:00:00,0.57,4.1
2022-04-09 04:30:00,0.68,4.11
2022-04-09 05:00:00,0.65,4.14
2022-04-09 05:30:00,0.63,4.22
2022-04-09 06:00:00,0.55,4.26
2022-04-09 06:30:00,0.54,4.4
2022-04-09 07:00:00,0.48,4.15
2022-04-09 07:30:00,0.46,4.14
2022-04-09 08:00:00,0.4,4.28
2022-04-09 08:30:00,0.38,4.22
2022-04-09 09:00:00,0.35,4.04
2022-04-09 09:30:00,0.33,4.22
2022-04-09 10:00:00,0.34,3.79
2022-04-09 10:30:00,0.3,4.14
2022-04-09 11:00:00,0.28,4.1
2022-04-09 11:30:00,0.29,4.05
2022-04-09 12:00:00,0.29,3.83
2022-04-09 12:30:00,0.3,3.7
2022-04-09 13:00:00,0.33,3.87
2022-04-09 13:30:00,0.34,3.68
2022-04-09 14:00:00,0.35,3.82
2022-04-09 14:30:00,0.34,3.54
2022-04-09 15:00:00,0.37,3.98
2022-04-09 15:30:00,0.4,3.98
2022-04-09 16:00:00,0.47,3.86
2022-04-09 16:30:00,0.52,4.2
2022-04-09 17:00:00,0.58,4.25
2022-04-09 17:30:00,0.62,4.18
2022-04-09 18:00:00,0.56,3.75
2022-04-09 18:30:00,0.42,4.01
2022-04-09 19:00:00,0.37,4.17
2022-04-09 19:30:00,0.35,4.2
2022-04-09 20:00:00,0.3,4.26
2022-04-09 20:30:00,0.27,4.4
2022-04-09 21:00:00,0.31,4.59
2022-04-09 21:30:00,0.31,4.28
2022-04-09 22:00:00,0.28,4.2
2022-04-09 22:30:00,0.28,4.36
2022-04-09 23:00:00,0.26,4.17
2022-04-09 23:30:00,0.27,4.32
2022-04-10 00:00:00,0.26,4.22
2022-04-10 00:30:00,0.26,4.14
2022-04-10 01:00:00,0.27,3.81
2022-04-10 01:30:00,0.29,3.88
2022-04-10 02:00:00,0.29,3.89
2022-04-10 02:30:00,0.31,3.92
2022-04-10 03:00:00,0.32,3.98
2022-04-10 03:30:00,0.3,3.99
2022-04-10 04:00:00,0.31,4.26
2022-04-10 04:30:00,0.35,4.41
2022-04-10 05:00:00,0.37,4.65
2022-04-10 05:30:00,0.39,4.66
2022-04-10 06:00:00,0.31,4.55
2022-04-10 06:30:00,0.29,4.88
2022-04-10 07:00:00,0.29,5.32
2022-04-10 07:30:00,0.26,5.24
2022-04-10 08:00:00,0.25,5.14
2022-04-10 08:30:00,0.25,4.99
2022-04-10 09:00:00,0.21,4.92
2022-04-10 09:30:00,0.21,4.93
2022-04-10 10:00:00,0.19,4.26
2022-04-10 10:30:00,0.17,4.68
2022-04-10 11:00:00,0.18,4.75
2022-04-10 11:30:00,0.18,4.0
2022-04-10 12:00:00,0.18,4.08
2022-04-10 12:30:00,0.18,4.17
2022-04-10 13:00:00,0.17,3.58
2022-04-10 13:30:00,0.2,3.93
2022-04-10 14:00:00,0.21,3.89
2022-04-10 14:30:00,0.22,3.96
2022-04-10 15:00:00,0.21,3.81
2022-04-10 15:30:00,0.21,3.75
2022-04-10 16:00:00,0.23,3.85
2022-04-10 16:30:00,0.26,3.91
2022-04-10 17:00:00,0.24,3.55
2022-04-10 17:30:00,0.24,3.7
2022-04-10 18:00:00,0.26,4.45
2022-04-10 18:30:00,0.25,4.7
2022-04-10 19:00:00,0.24,4.83
2022-04-10 19:30:00,0.24,4.36
2022-04-10 20:00:00,0.19,4.47
2022-04-10 20:30:00,0.18,4.69
2022-04-10 21:00:00,0.16,4.37
2022-04-10 21:30:00,0.16,4.23
2022-04-10 22:00:00,0.16,4.81
2022-04-10 22:30:00,0.16,4.51
2022-04-10 23:00:00,0.14,4.52
2022-04-10 23:30:00,0.12,4.43
2022-04-11 00:00:00,0.12,4.61
2022-04-11 00:30:00,0.12,4.13
2022-04-11 01:00:00,0.12,3.83
2022-04-11 01:30:00,0.12,4.02
2022-04-11 02:00:00,0.11,4.05
2022-04-11 02:30:00,0.12,4.2
2022-04-11 03:00:00,0.13,4.05
2022-04-11 03:30:00,0.16,3.36
2022-04-11 04:00:00,0.15,3.85
2022-04-11 04:30:00,0.14,3.85
2022-04-11 05:00:00,0.15,3.61
2022-04-11 05:30:00,0.16,3.74
2022-04-11 06:00:00,0.15,4.24
2022-04-11 06:30:00,0.16,4.37
2022-04-11 07:00:00,0.16,4.65
2022-04-11 07:30:00,0.17,4.32
2022-04-11 08:00:00,0.18,4.09
2022-04-11 08:30:00,0.17,4.6
2022-04-11 09:00:00,0.16,3.74
2022-04-11 09:30:00,0.15,4.27
2022-04-11 10:00:00,0.13,4.08
2022-04-11 10:30:00,0.13,3.72
2022-04-11 11:00:00,0.13,3.03
2022-04-11 11:30:00,0.13,2.66
2022-04-11 12:00:00,0.12,3.09
2022-04-11 12:30:00,0.12,2.77
2022-04-11 13:00:00,0.12,2.52
2022-04-11 13:30:00,0.09,2.78
2022-04-11 14:00:00,0.1,2.68
2022-04-11 14:30:00,0.14,2.73
2022-04-11 15:00:00,0.11,2.68
2022-04-11 15:30:00,0.08,3.1
2022-04-11 16:00:00,0.11,3.75
2022-04-11 16:30:00,0.12,3.44
2022-04-11 17:00:00,0.11,3.92
2022-04-11 17:30:00,0.13,3.66
2022-04-11 18:00:00,0.15,3.4
2022-04-11 18:30:00,0.17,3.28
2022-04-11 19:00:00,0.14,3.79
2022-04-11 19:30:00,0.15,3.98
2022-04-11 20:00:00,0.15,4.39
2022-04-11 20:30:00,0.15,3.47
2022-04-11 21:00:00,0.13,4.73
2022-04-11 21:30:00,0.17,3.38
2022-04-11 22:00:00,0.13,3.63
2022-04-11 22:30:00,0.11,4.07
2022-04-11 23:00:00,0.11,4.37
2022-04-11 23:30:00,0.1,4.62
2022-04-12 00:00:00,0.09,4.51
2022-04-12 00:30:00,0.1,4.52
2022-04-12 01:00:00,0.08,4.46
2022-04-12 01:30:00,0.11,3.29
2022-04-12 02:00:00,0.1,3.61
2022-04-12 02:30:00,0.09,4.14
2022-04-12 03:00:00,0.09,4.14
2022-04-12 03:30:00,0.11,3.38
2022-04-12 04:00:00,0.11,3.79
2022-04-12 04:30:00,0.12,3.22
2022-04-12 05:00:00,0.11,3.72
2022-04-12 05:30:00,0.14,3.32
2022-04-12 06:00:00,0.16,3.43
2022-04-12 06:30:00,0.18,3.32
2022-04-12 07:00:00,0.17,3.59
2022-04-12 07:30:00,0.16,3.53
2022-04-12 08:00:00,0.15,4.44
2022-04-12 08:30:00,0.16,4.26
2022-04-12 09:00:00,0.16,4.31
2022-04-12 09:30:00,0.13,4.29
2022-04-12 10:00:00,0.12,4.57
2022-04-12 10:30:00,0.13,3.94
2022-04-12 11:00:00,0.13,3.75
2022-04-12 11:30:00,0.11,4.36
2022-04-12 12:00:00,0.11,4.41
2022-04-12 12:30:00,0.1,3.51
2022-04-12 13:00:00,0.09,3.99
2022-04-12 13:30:00,0.15,3.09
2022-04-12 14:00:00,0.1,3.73
2022-04-12 14:30:00,0.17,2.89
2022-04-12 15:00:00,0.09,3.72
2022-04-12 15:30:00,0.1,3.38
2022-04-12 16:00:00,0.15,3.24
2022-04-12 16:30:00,0.12,3.7
2022-04-12 17:00:00,0.16,3.6
2022-04-12 17:30:00,0.16,3.48
2022-04-12 18:00:00,0.19,3.28
2022-04-12 18:30:00,0.19,3.09
2022-04-12 19:00:00,0.17,3.39
2022-04-12 19:30:00,0.14,3.2
2022-04-12 20:00:00,0.12,3.34
2022-04-12 20:30:00,0.12,3.29
2022-04-12 21:00:00,0.14,3.26
2022-04-12 21:30:00,0.16,3.74
2022-04-12 22:00:00,0.11,3.65
2022-04-12 22:30:00,0.1,3.6
2022-04-12 23:00:00,0.11,3.69
2022-04-12 23:30:00,0.12,3.3
2022-04-13 00:00:00,0.11,3.17
2022-04-13 00:30:00,0.1,3.43
2022-04-13 01:00:00,0.09,3.35
2022-04-13 01:30:00,0.08,3.38
2022-04-13 02:00:00,0.07,3.51
2022-04-13 02:30:00,0.08,3.37
2022-04-13 03:00:00,0.07,3.43
2022-04-13 03:30:00,0.09,2.77
2022-04-13 04:00:00,0.07,3.32
2022-04-13 04:30:00,0.09,3.21
2022-04-13 05:00:00,0.1,2.7
2022-04-13 05:30:00,0.09,3.02
2022-04-13 06:00:00,0.1,2.77
2022-04-13 06:30:00,0.11,2.9
2022-04-13 07:00:00,0.1,2.88
2022-04-13 07:30:00,0.13,2.91
2022-04-13 08:00:00,0.08,3.06
2022-04-13 08:30:00,0.09,3.01
2022-04-13 09:00:00,0.11,3.08
2022-04-13 09:30:00,0.12,3.02
2022-04-13 10:00:00,0.12,2.95
2022-04-13 10:30:00,0.11,2.92
2022-04-13 11:00:00,0.08,3.13
2022-04-13 11:30:00,0.11,3.05
2022-04-13 12:00:00,0.11,3.08
2022-04-13 12:30:00,0.07,3.33
2022-04-13 13:00:00,0.06,3.36
2022-04-13 13:30:00,0.11,3.18
2022-04-13 14:00:00,0.08,2.53
2022-04-13 14:30:00,0.06,2.86
2022-04-13 15:00:00,0.06,2.94
2022-04-13 15:30:00,0.1,2.51
2022-04-13 16:00:00,0.07,3.02
2022-04-13 16:30:00,0.11,2.95
2022-04-13 17:00:00,0.11,3.06
2022-04-13 17:30:00,0.08,3.0
2022-04-13 18:00:00,0.1,2.73
2022-04-13 18:30:00,0.09,2.67
2022-04-13 19:00:00,0.11,2.72
2022-04-13 19:30:00,0.08,2.87
2022-04-13 20:00:00,0.07,2.85
2022-04-13 20:30:00,0.08,2.61
2022-04-13 21:00:00,0.05,2.89
2022-04-13 21:30:00,0.06,3.19
2022-04-13 22:00:00,0.11,2.59
2022-04-13 22:30:00,0.09,3.14
2022-04-13 23:00:00,0.08,2.92
2022-04-13 23:30:00,0.08,3.01
2022-04-14 00:00:00,0.07,3.18
2022-04-14 00:30:00,0.08,2.98
2022-04-14 01:00:00,0.09,2.68
2022-04-14 01:30:00,0.07,2.97
2022-04-14 02:00:00,0.09,2.9
2022-04-14 02:30:00,0.07,2.98
2022-04-14 03:00:00,0.07,2.92
2022-04-14 03:30:00,0.09,3.01
2022-04-14 04:00:00,0.05,2.71
2022-04-14 04:30:00,0.05,2.88
2022-04-14 05:00:00,0.07,2.67
2022-04-14 05:30:00,0.08,2.57
2022-04-14 06:00:00,0.08,2.56
2022-04-14 06:30:00,0.11,2.96
2022-04-14 07:00:00,0.1,2.43
2022-04-14 07:30:00,0.15,2.71
2022-04-14 08:00:00,0.06,2.7
2022-04-14 08:30:00,0.08,2.73
2022-04-14 09:00:00,0.06,2.84
2022-04-14 09:30:00,0.08,2.8
2022-04-14 10:00:00,0.1,2.74
2022-04-14 10:30:00,0.11,2.75
2022-04-14 11:00:00,0.12,2.66
2022-04-14 11:30:00,0.11,2.68
2022-04-14 12:00:00,0.18,2.96
2022-04-14 12:30:00,0.12,2.76
2022-04-14 13:00:00,0.07,2.65
2022-04-14 13:30:00,0.06,2.84
2022-04-14 14:00:00,0.07,2.67
2022-04-14 14:30:00,0.06,2.74
2022-04-14 15:00:00,0.06,2.79
2022-04-14 15:30:00,0.07,2.76
2022-04-14 16:00:00,0.09,2.85
2022-04-14 16:30:00,0.05,2.77
2022-04-14 17:00:00,0.07,2.87
2022-04-14 17:30:00,0.08,2.89
2022-04-14 18:00:00,0.08,2.95
2022-04-14 18:30:00,0.08,2.71
2022-04-14 19:00:00,0.08,2.59
2022-04-14 19:30:00,0.12,2.69
2022-04-14 20:00:00,0.1,2.46
2022-04-14 20:30:00,0.08,2.76
2022-04-14 21:00:00,0.06,2.64
2022-04-14 21:30:00,0.06,2.6
2022-04-14 22:00:00,0.07,2.78
2022-04-14 22:30:00,0.07,3.38
2022-04-14 23:00:00,0.11,3.48
2022-04-14 23:30:00,0.1,3.13
2022-04-15 00:00:00,0.08,3.34
2022-04-15 00:30:00,0.07,3.44
2022-04-15 01:00:00,0.07,3.2
2022-04-15 01:30:00,0.06,3.43
2022-04-15 02:00:00,0.07,2.95
2022-04-15 02:30:00,0.08,2.71
2022-04-15 03:00:00,0.1,2.68
2022-04-15 03:30:00,0.06,2.82
2022-04-15 04:00:00,0.12,3.26
2022-04-15 04:30:00,0.04,3.14
2022-04-15 05:00:00,0.04,2.66
2022-04-15 05:30:00,0.07,2.37
2022-04-15 06:00:00,0.05,3.01
2022-04-15 06:30:00,0.1,3.14
2022-04-15 07:00:00,0.05,2.78
2022-04-15 07:30:00,0.07,2.62
2022-04-15 08:00:00,0.07,2.72
2022-04-15 08:30:00,0.07,2.66
2022-04-15 09:00:00,0.07,2.98
2022-04-15 09:30:00,0.07,3.34
2022-04-15 10:00:00,0.07,2.92
2022-04-15 10:30:00,0.09,3.04
2022-04-15 11:00:00,0.1,3.26
2022-04-15 11:30:00,0.12,3.03
2022-04-15 12:00:00,0.15,3.01
2022-04-15 12:30:00,0.15,2.84
2022-04-15 13:00:00,0.14,2.91
2022-04-15 13:30:00,0.16,2.87
2022-04-15 14:00:00,0.12,2.87
2022-04-15 14:30:00,0.13,2.6
2022-04-15 15:00:00,0.13,2.78
2022-04-15 15:30:00,0.11,2.71
2022-04-15 16:00:00,0.11,2.49
2022-04-15 16:30:00,0.12,2.55
2022-04-15 17:00:00,0.15,2.56
2022-04-15 17:30:00,0.18,2.53
2022-04-15 18:00:00,0.18,2.59
2022-04-15 18:30:00,0.2,2.58
2022-04-15 19:00:00,0.22,2.53
2022-04-15 19:30:00,0.21,2.59
2022-04-15 20:00:00,0.22,2.53
2022-04-15 20:30:00,0.2,2.56
2022-04-15 21:00:00,0.2,2.55
2022-04-15 21:30:00,0.18,2.52
2022-04-15 22:00:00,0.16,2.58
2022-04-15 22:30:00,0.14,2.63
2022-04-15 23:00:00,0.13,2.84
2022-04-15 23:30:00,0.13,2.97
2022-04-16 00:00:00,0.15,3.23
2022-04-16 00:30:00,0.1,3.24
2022-04-16 01:00:00,0.08,3.35
2022-04-16 01:30:00,0.09,3.0
2022-04-16 02:00:00,0.1,3.32
2022-04-16 02:30:00,0.1,3.28
2022-04-16 03:00:00,0.1,3.24
2022-04-16 03:30:00,0.08,3.07
2022-04-16 04:00:00,0.08,3.12
2022-04-16 04:30:00,0.07,3.1
2022-04-16 05:00:00,0.09,2.75
2022-04-16 05:30:00,0.09,2.57
2022-04-16 06:00:00,0.09,2.82
2022-04-16 06:30:00,0.09,2.89
2022-04-16 07:00:00,0.12,2.8
2022-04-16 07:30:00,0.17,2.84
2022-04-16 08:00:00,0.2,2.67
2022-04-16 08:30:00,0.19,2.55
2022-04-16 09:00:00,0.17,2.55
2022-04-16 09:30:00,0.16,2.57
2022-04-16 10:00:00,0.16,2.63
2022-04-16 10:30:00,0.14,2.76
2022-04-16 11:00:00,0.11,2.86
2022-04-16 11:30:00,0.12,2.95
2022-04-16 12:00:00,0.19,3.01
2022-04-16 12:30:00,0.16,2.87
2022-04-16 13:00:00,0.12,2.9
2022-04-16 13:30:00,0.11,2.55
2022-04-16 14:00:00,0.13,2.82
2022-04-16 14:30:00,0.15,2.77
2022-04-16 15:00:00,0.14,2.71
2022-04-16 15:30:00,0.12,2.7
2022-04-16 16:00:00,0.16,2.61
2022-04-16 16:30:00,0.15,2.55
2022-04-16 17:00:00,0.22,2.53
2022-04-16 17:30:00,0.21,2.61
2022-04-16 18:00:00,0.16,2.62
2022-04-16 18:30:00,0.17,2.76
2022-04-16 19:00:00,0.19,2.76
2022-04-16 19:30:00,0.25,2.84
2022-04-16 20:00:00,0.28,2.77
2022-04-16 20:30:00,0.25,2.72
2022-04-16 21:00:00,0.26,2.82
2022-04-16 21:30:00,0.2,2.66
2022-04-16 22:00:00,0.16,2.67
2022-04-16 22:30:00,0.13,2.6
2022-04-16 23:00:00,0.13,2.69
2022-04-16 23:30:00,0.09,2.8
2022-04-17 00:00:00,0.07,2.92
2022-04-17 00:30:00,0.11,3.0
2022-04-17 01:00:00,0.08,2.9
2022-04-17 01:30:00,0.06,2.95
2022-04-17 02:00:00,0.09,3.12
2022-04-17 02:30:00,0.08,3.03
2022-04-17 03:00:00,0.08,3.11
2022-04-17 03:30:00,0.08,3.04
2022-04-17 04:00:00,0.07,2.97
2022-04-17 04:30:00,0.06,3.11
2022-04-17 05:00:00,0.14,3.07
2022-04-17 05:30:00,0.08,2.39
2022-04-17 06:00:00,0.05,2.65
2022-04-17 06:30:00,0.07,2.73
2022-04-17 07:00:00,0.05,3.05
2022-04-17 07:30:00,0.06,3.05
2022-04-17 08:00:00,0.09,2.67
2022-04-17 08:30:00,0.08,2.58
2022-04-17 09:00:00,0.07,2.6
2022-04-17 09:30:00,0.09,2.8
2022-04-17 10:00:00,0.07,2.46
2022-04-17 10:30:00,0.06,2.59
2022-04-17 11:00:00,0.09,2.31
2022-04-17 11:30:00,0.1,2.39
2022-04-17 12:00:00,0.06,2.7
2022-04-17 12:30:00,0.12,2.91
2022-04-17 13:00:00,0.12,2.63
2022-04-17 13:30:00,0.08,2.37
2022-04-17 14:00:00,0.07,2.54
2022-04-17 14:30:00,0.06,2.69
2022-04-17 15:00:00,0.07,2.57
2022-04-17 15:30:00,0.09,2.63
2022-04-17 16:00:00,0.06,2.8
2022-04-17 16:30:00,0.07,2.88
2022-04-17 17:00:00,0.05,3.01
2022-04-17 17:30:00,0.04,2.98
2022-04-17 18:00:00,0.09,2.68
2022-04-17 18:30:00,0.07,2.38
2022-04-17 19:00:00,0.05,2.63
2022-04-17 19:30:00,0.05,2.63
2022-04-17 20:00:00,0.07,2.88
2022-04-17 20:30:00,0.08,2.66
2022-04-17 21:00:00,0.08,2.69
2022-04-17 21:30:00,0.07,2.62
2022-04-17 22:00:00,0.06,2.74
2022-04-17 22:30:00,0.07,2.64
2022-04-17 23:00:00,0.07,2.58
2022-04-17 23:30:00,0.07,2.62
2022-04-18 00:00:00,0.04,2.74
2022-04-18 00:30:00,0.05,2.94
2022-04-18 01:00:00,0.06,2.96
2022-04-18 01:30:00,0.05,2.74
2022-04-18 02:00:00,0.05,2.82
2022-04-18 02:30:00,0.03,2.76
2022-04-18 03:00:00,0.03,3.12
2022-04-18 03:30:00,0.05,2.82
2022-04-18 04:00:00,0.03,3.11
2022-04-18 04:30:00,0.04,2.44
2022-04-18 05:00:00,0.05,2.34
2022-04-18 05:30:00,0.04,2.47
2022-04-18 06:00:00,0.05,2.45
2022-04-18 06:30:00,0.05,2.3
2022-04-18 07:00:00,0.03,2.53
2022-04-18 07:30:00,0.07,2.82
2022-04-18 08:00:00,0.04,2.61
2022-04-18 08:30:00,0.06,2.58
2022-04-18 09:00:00,0.05,2.4
2022-04-18 09:30:00,0.08,2.52
2022-04-18 10:00:00,0.07,2.39
2022-04-18 10:30:00,0.05,2.6
2022-04-18 11:00:00,0.09,2.53
2022-04-18 11:30:00,0.06,2.48
2022-04-18 12:00:00,0.07,2.4
2022-04-18 12:30:00,0.08,2.82
2022-04-18 13:00:00,0.09,2.69
2022-04-18 13:30:00,0.15,2.68
2022-04-18 14:00:00,0.13,2.46
2022-04-18 14:30:00,0.13,2.42
2022-04-18 15:00:00,0.11,2.51
2022-04-18 15:30:00,0.08,2.38
2022-04-18 16:00:00,0.06,2.45
2022-04-18 16:30:00,0.1,2.5
2022-04-18 17:00:00,0.08,2.65
2022-04-18 17:30:00,0.18,3.06
2022-04-18 18:00:00,0.07,2.58
2022-04-18 18:30:00,0.1,2.83
2022-04-18 19:00:00,0.07,2.39
2022-04-18 19:30:00,0.07,2.41
2022-04-18 20:00:00,0.09,2.56
2022-04-18 20:30:00,0.11,2.6
2022-04-18 21:00:00,0.11,2.37
2022-04-18 21:30:00,0.12,2.4
2022-04-18 22:00:00,0.09,2.3
2022-04-18 22:30:00,0.09,2.41
2022-04-18 23:00:00,0.09,2.32
2022-04-18 23:30:00,0.07,2.34
2022-04-19 00:00:00,0.08,2.36
2022-04-19 00:30:00,0.09,2.49
2022-04-19 01:00:00,0.06,2.72
2022-04-19 01:30:00,0.09,2.8
2022-04-19 02:00:00,0.09,2.7
2022-04-19 02:30:00,0.07,2.62
2022-04-19 03:00:00,0.05,2.69
2022-04-19 03:30:00,0.07,2.58
2022-04-19 04:00:00,0.05,2.58
2022-04-19 04:30:00,0.08,2.83
2022-04-19 05:00:00,0.07,2.51
2022-04-19 05:30:00,0.06,2.47
2022-04-19 06:00:00,0.08,2.22
2022-04-19 06:30:00,0.1,2.34
2022-04-19 07:00:00,0.1,2.25
2022-04-19 07:30:00,0.13,2.42
2022-04-19 08:00:00,0.13,2.41
2022-04-19 08:30:00,0.16,2.5
2022-04-19 09:00:00,0.21,2.6
2022-04-19 09:30:00,0.22,2.53
2022-04-19 10:00:00,0.22,2.53
2022-04-19 10:30:00,0.18,2.49
2022-04-19 11:00:00,0.16,2.42
2022-04-19 11:30:00,0.17,2.43
2022-04-19 12:00:00,0.17,2.44
2022-04-19 12:30:00,0.14,2.34
2022-04-19 13:00:00,0.12,2.39
2022-04-19 13:30:00,0.11,2.51
2022-04-19 14:00:00,0.15,2.93
2022-04-19 14:30:00,0.15,2.69
2022-04-19 15:00:00,0.12,2.56
2022-04-19 15:30:00,0.13,2.65
2022-04-19 16:00:00,0.15,2.69
2022-04-19 16:30:00,0.16,2.7
2022-04-19 17:00:00,0.17,2.84
2022-04-19 17:30:00,0.17,2.57
2022-04-19 18:00:00,0.15,2.75
2022-04-19 18:30:00,0.15,2.66
2022-04-19 19:00:00,0.18,2.63
2022-04-19 19:30:00,0.22,2.74
2022-04-19 20:00:00,0.22,2.75
2022-04-19 20:30:00,0.22,2.75
2022-04-19 21:00:00,0.25,2.87
2022-04-19 21:30:00,0.31,2.89
2022-04-19 22:00:00,0.36,2.98
2022-04-19 22:30:00,0.32,3.05
2022-04-19 23:00:00,0.32,3.0
2022-04-19 23:30:00,0.3,2.95
2022-04-20 00:00:00,0.31,2.96
2022-04-20 00:30:00,0.29,2.87
2022-04-20 01:00:00,0.27,2.89
2022-04-20 01:30:00,0.2,2.76
2022-04-20 02:00:00,0.19,3.16
2022-04-20 02:30:00,0.25,3.29
2022-04-20 03:00:00,0.19,3.17
2022-04-20 03:30:00,0.18,3.19
2022-04-20 04:00:00,0.16,2.98
2022-04-20 04:30:00,0.19,3.11
2022-04-20 05:00:00,0.2,3.1
2022-04-20 05:30:00,0.18,3.29
2022-04-20 06:00:00,0.16,3.43
2022-04-20 06:30:00,0.13,3.2
2022-04-20 07:00:00,0.18,3.29
2022-04-20 07:30:00,0.19,3.19
2022-04-20 08:00:00,0.16,3.47
2022-04-20 08:30:00,0.18,3.41
2022-04-20 09:00:00,0.19,3.52
2022-04-20 09:30:00,0.22,3.36
2022-04-20 10:00:00,0.26,3.21
2022-04-20 10:30:00,0.32,3.18
2022-04-20 11:00:00,0.3,2.95
2022-04-20 11:30:00,0.29,2.84
2022-04-20 12:00:00,0.28,2.73
2022-04-20 12:30:00,0.23,2.79
2022-04-20 13:00:00,0.19,2.71
2022-04-20 13:30:00,0.31,2.83
2022-04-20 14:00:00,0.21,2.99
2022-04-20 14:30:00,0.25,3.25
2022-04-20 15:00:00,0.24,3.06
2022-04-20 15:30:00,0.22,2.93
2022-04-20 16:00:00,0.21,2.95
2022-04-20 16:30:00,0.23,2.98
2022-04-20 17:00:00,0.22,2.85
2022-04-20 17:30:00,0.25,3.1
2022-04-20 18:00:00,0.25,3.0
2022-04-20 18:30:00,0.23,2.99
2022-04-20 19:00:00,0.22,2.88
2022-04-20 19:30:00,0.25,3.04
2022-04-20 20:00:00,0.23,3.11
2022-04-20 20:30:00,0.22,3.32
2022-04-20 21:00:00,0.21,3.15
2022-04-20 21:30:00,0.24,3.24
2022-04-20 22:00:00,0.28,3.26
2022-04-20 22:30:00,0.34,3.25
2022-04-20 23:00:00,0.36,3.32
2022-04-20 23:30:00,0.38,3.39
2022-04-21 00:00:00,0.33,3.12
2022-04-21 00:30:00,0.27,3.15
2022-04-21 01:00:00,0.25,3.15
2022-04-21 01:30:00,0.26,3.31
2022-04-21 02:00:00,0.24,3.4
2022-04-21 02:30:00,0.19,3.51
2022-04-21 03:00:00,0.26,3.55
2022-04-21 03:30:00,0.18,3.38
2022-04-21 04:00:00,0.18,3.36
2022-04-21 04:30:00,0.19,3.43
2022-04-21 05:00:00,0.16,3.75
2022-04-21 05:30:00,0.13,3.63
2022-04-21 06:00:00,0.14,3.37
2022-04-21 06:30:00,0.13,3.63
2022-04-21 07:00:00,0.15,3.48
2022-04-21 07:30:00,0.19,3.52
2022-04-21 08:00:00,0.15,3.43
2022-04-21 08:30:00,0.15,3.45
2022-04-21 09:00:00,0.17,3.24
2022-04-21 09:30:00,0.16,3.26
2022-04-21 10:00:00,0.18,3.38
2022-04-21 10:30:00,0.2,3.27
2022-04-21 11:00:00,0.26,3.13
2022-04-21 11:30:00,0.29,3.09
2022-04-21 12:00:00,0.28,3.01
2022-04-21 12:30:00,0.34,2.78
2022-04-21 13:00:00,0.38,2.82
2022-04-21 13:30:00,0.3,2.74
2022-04-21 14:00:00,0.32,2.8
2022-04-21 14:30:00,0.27,2.8
2022-04-21 15:00:00,0.21,3.07
2022-04-21 15:30:00,0.29,3.1
2022-04-21 16:00:00,0.24,2.94
2022-04-21 16:30:00,0.25,2.81
2022-04-21 17:00:00,0.22,2.8
2022-04-21 17:30:00,0.23,2.91
2022-04-21 18:00:00,0.3,3.05
2022-04-21 18:30:00,0.29,3.19
2022-04-21 19:00:00,0.27,3.17
2022-04-21 19:30:00,0.27,3.22
2022-04-21 20:00:00,0.29,3.27
2022-04-21 20:30:00,0.25,3.3
2022-04-21 21:00:00,0.27,3.5
2022-04-21 21:30:00,0.29,3.53
2022-04-21 22:00:00,0.28,3.51
2022-04-21 22:30:00,0.32,3.47
2022-04-21 23:00:00,0.35,3.43
2022-04-21 23:30:00,0.4,3.51
2022-04-22 00:00:00,0.42,3.44
2022-04-22 00:30:00,0.41,3.3
2022-04-22 01:00:00,0.4,3.36
2022-04-22 01:30:00,0.35,3.33
2022-04-22 02:00:00,0.33,3.42
2022-04-22 02:30:00,0.29,3.45
2022-04-22 03:00:00,0.26,3.68
2022-04-22 03:30:00,0.28,3.55
2022-04-22 04:00:00,0.37,3.53
2022-04-22 04:30:00,0.33,3.34
2022-04-22 05:00:00,0.26,2.98
2022-04-22 05:30:00,0.25,3.29
2022-04-22 06:00:00,0.24,3.15
2022-04-22 06:30:00,0.22,2.72
2022-04-22 07:00:00,0.24,2.77
2022-04-22 07:30:00,0.21,2.61
2022-04-22 08:00:00,0.2,3.15
2022-04-22 08:30:00,0.2,2.97
2022-04-22 09:00:00,0.21,3.48
2022-04-22 09:30:00,0.21,3.44
2022-04-22 10:00:00,0.22,3.66
2022-04-22 10:30:00,0.23,3.61
2022-04-22 11:00:00,0.26,3.3
2022-04-22 11:30:00,0.3,3.31
2022-04-22 12:00:00,0.36,3.4
2022-04-22 12:30:00,0.36,3.32
2022-04-22 13:00:00,0.45,3.4
2022-04-22 13:30:00,0.4,3.22
2022-04-22 14:00:00,0.42,3.4
2022-04-22 14:30:00,0.38,3.33
2022-04-22 15:00:00,0.31,3.37
2022-04-22 15:30:00,0.28,3.43
2022-04-22 16:00:00,0.29,3.62
2022-04-22 16:30:00,0.38,3.58
2022-04-22 17:00:00,0.39,3.27
2022-04-22 17:30:00,0.33,3.4
2022-04-22 18:00:00,0.37,3.54
2022-04-22 18:30:00,0.27,3.4
2022-04-22 19:00:00,0.32,3.86
2022-04-22 19:30:00,0.32,3.91
2022-04-22 20:00:00,0.25,3.96
2022-04-22 20:30:00,0.23,3.87
2022-04-22 21:00:00,0.24,3.97
2022-04-22 21:30:00,0.22,3.62
2022-04-22 22:00:00,0.2,3.95
2022-04-22 22:30:00,0.2,3.51
2022-04-22 23:00:00,0.21,3.47
2022-04-22 23:30:00,0.24,3.35
2022-04-23 00:00:00,0.3,3.24
2022-04-23 00:30:00,0.34,3.34
